Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier,Method_Signature
guidsl.AstNode.toolReport(String msg),4,Method,guidsl,AstNode,toolReport(String msg),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,toolReport(String)
guidsl.AstNode.errorCount(),4,Method,guidsl,AstNode,errorCount(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,errorCount()
guidsl.AstNode.fatalError(AstTokenInterface t; String msg),4,Method,guidsl,AstNode,fatalError(AstTokenInterface t; String msg),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,fatalError(AstTokenInterface; String)
guidsl.AstToken.lineNum(),4,Method,guidsl,AstToken,lineNum(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,lineNum()
guidsl.AstNode.fatalError(Exception e; String msg),4,Method,guidsl,AstNode,fatalError(Exception e; String msg),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,fatalError(Exception; String)
guidsl.AstNode.parseError(String msg),4,Method,guidsl,AstNode,parseError(String msg),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,parseError(String)
guidsl.AstNode.parseError2(String msg),4,Method,guidsl,AstNode,parseError2(String msg),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,parseError2(String)
guidsl.AstNode.override(String msg; Object o),4,Method,guidsl,AstNode,override(String msg; Object o),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,override(String; Object)
guidsl.AstNode.override(AstTokenInterface t; String msg; Object o),4,Method,guidsl,AstNode,override(AstTokenInterface t; String msg; Object o),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,override(AstTokenInterface; String; Object)
guidsl.AstNode.error(AstTokenInterface t; String msg),4,Method,guidsl,AstNode,error(AstTokenInterface t; String msg),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,error(AstTokenInterface; String)
guidsl.AstNode.error(String msg),4,Method,guidsl,AstNode,error(String msg),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,error(String)
guidsl.AstNode.warning(AstTokenInterface t; String msg),4,Method,guidsl,AstNode,warning(AstTokenInterface t; String msg),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,warning(AstTokenInterface; String)
guidsl.AstNode.warning(String msg),4,Method,guidsl,AstNode,warning(String msg),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,warning(String)
guidsl.AstNode.harvest(Visitor v),4,Method,guidsl,AstNode,harvest(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,harvest(Visitor)
guidsl.Visitor.action(AstNode n),4,Method,guidsl,Visitor,action(AstNode n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(AstNode)
guidsl.grammar,2,Class,guidsl,grammar,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.grammar.grammar(String name),5,Constructor,guidsl,grammar,grammar(String name),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,grammar(String)
guidsl.gObj.gObj(String name),5,Constructor,guidsl,gObj,gObj(String name),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,gObj(String)
guidsl.grammar.draw(int several),4,Method,guidsl,grammar,draw(int several),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,draw(int)
guidsl.gObj.draw(int several),4,Method,guidsl,gObj,draw(int several),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,draw(int)
guidsl.grammar.current,3,Field,guidsl,grammar,current,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.grammar.rootProduction,3,Field,guidsl,grammar,rootProduction,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.production.production(String name),5,Constructor,guidsl,production,production(String name),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,production(String)
guidsl.grammar.productions,3,Field,guidsl,grammar,productions,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.production.counter,3,Field,guidsl,production,counter,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.grammar.visit(GVisitor v),4,Method,guidsl,grammar,visit(GVisitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(GVisitor)
guidsl.GVisitor.action(grammar n),4,Method,guidsl,GVisitor,action(grammar n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(grammar)
guidsl.grammar.traverse(GVisitor v),4,Method,guidsl,grammar,traverse(GVisitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,traverse(GVisitor)
guidsl.production.visit(GVisitor v),4,Method,guidsl,production,visit(GVisitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(GVisitor)
guidsl.grammar.makeClauses(),4,Method,guidsl,grammar,makeClauses(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,makeClauses()
guidsl.cnfClause,2,Class,guidsl,cnfClause,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.cterm,2,Class,guidsl,cterm,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.bterm,2,Class,guidsl,bterm,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.name,3,Field,guidsl,variable,name,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Main,2,Class,guidsl,Main,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Main.outputModelPredicate,3,Field,guidsl,Main,outputModelPredicate,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.cnfClause.clist,3,Field,guidsl,cnfClause,clist,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.cterm.setVar(variable v),4,Method,guidsl,cterm,setVar(variable v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,setVar(variable)
guidsl.cnfClause.add(cterm c),4,Method,guidsl,cnfClause,add(cterm c),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,add(cterm)
guidsl.cnfClause.setFormula(node cnf),4,Method,guidsl,cnfClause,setFormula(node cnf),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,setFormula(node)
guidsl.grammar.UserSelections,3,Field,guidsl,grammar,UserSelections,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.grammar.debugIsOn,3,Field,guidsl,grammar,debugIsOn,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.grammar.updateNow,3,Field,guidsl,grammar,updateNow,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.grammar.beginning,3,Field,guidsl,grammar,beginning,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.grammar.root,3,Field,guidsl,grammar,root,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.grammar.getRoot(),4,Method,guidsl,grammar,getRoot(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,getRoot()
guidsl.gObj.name,3,Field,guidsl,gObj,name,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.Vtable,3,Field,guidsl,variable,Vtable,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.grammar.initDebugTable(),4,Method,guidsl,grammar,initDebugTable(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,initDebugTable()
guidsl.DebugTable,2,Class,guidsl,DebugTable,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.grammar.reset(),4,Method,guidsl,grammar,reset(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,reset()
guidsl.DebugTable.createAndShowGUI(),4,Method,guidsl,DebugTable,createAndShowGUI(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,createAndShowGUI()
guidsl.grammar.initFormulas(),4,Method,guidsl,grammar,initFormulas(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,initFormulas()
guidsl.Formulas,2,Class,guidsl,Formulas,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Formulas.createAndShowGUI(),4,Method,guidsl,Formulas,createAndShowGUI(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,createAndShowGUI()
guidsl.grammar.propagate(),4,Method,guidsl,grammar,propagate(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,propagate()
guidsl.cnfClause.stack,3,Field,guidsl,cnfClause,stack,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.isRoot,3,Field,guidsl,variable,isRoot,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.modelSet,3,Field,guidsl,variable,modelSet,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.DebugTable.sortedVtable,3,Field,guidsl,DebugTable,sortedVtable,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.value,3,Field,guidsl,variable,value,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.T,3,Field,guidsl,variable,T,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.DebugTable.data,3,Field,guidsl,DebugTable,data,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.F,3,Field,guidsl,variable,F,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.userSet,3,Field,guidsl,variable,userSet,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.resetRoot(),4,Method,guidsl,variable,resetRoot(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,resetRoot()
guidsl.variable.set(boolean negated),4,Method,guidsl,variable,set(boolean negated),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,set(boolean)
guidsl.cnfClause.BCP(),4,Method,guidsl,cnfClause,BCP(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,BCP()
guidsl.cnfClause.propagateConstants(),4,Method,guidsl,cnfClause,propagateConstants(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,propagateConstants()
guidsl.variable.justify(),4,Method,guidsl,variable,justify(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,justify()
guidsl.DebugTable.update(),4,Method,guidsl,DebugTable,update(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,update()
guidsl.variable.reset(),4,Method,guidsl,variable,reset(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,reset()
guidsl.grammar.dumpUserSelections(),4,Method,guidsl,grammar,dumpUserSelections(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,dumpUserSelections()
guidsl.production.type,3,Field,guidsl,production,type,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.production.norm,3,Field,guidsl,production,norm,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.gObj.setWidget(JComponent w),4,Method,guidsl,gObj,setWidget(JComponent w),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,setWidget(JComponent)
guidsl.grammar.toCnfFormat(cnfout out),4,Method,guidsl,grammar,toCnfFormat(cnfout out),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.grammar.toCnfFormat(cnfout out); BttF says since it calls fprivate guidsl.cnfout.cnfBeginFormula(String s) THEN it also belongs to TOOL   ,set by GuiDSLSol,public,toCnfFormat(cnfout)
guidsl.cnfout,2,Class,guidsl,cnfout,,TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.number,3,Field,guidsl,variable,number,TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.cnfout.cnfBeginFormula(String s),4,Method,guidsl,cnfout,cnfBeginFormula(String s),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.cnfout.cnfBeginFormula(String s); BttF says since it calls fprivate guidsl.cnfout.cnfcomment(String x) THEN it also belongs to TOOL   ,set by GuiDSLSol,package-private,cnfBeginFormula(String)
guidsl.cnfout.append(String s),4,Method,guidsl,cnfout,append(String s),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.cnfout.append(String s); BttF says since it calls fprivate guidsl.cnfout.pw THEN it also belongs to TOOL   ,set by GuiDSLSol,package-private,append(String)
guidsl.cnfout.endFormula(),4,Method,guidsl,cnfout,endFormula(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.cnfout.endFormula(); BttF says since it calls fprivate guidsl.cnfout.pw THEN it also belongs to TOOL   ,set by GuiDSLSol,package-private,endFormula()
guidsl.grammar.propagateCnfClause(),4,Method,guidsl,grammar,propagateCnfClause(),TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,propagateCnfClause()
guidsl.variable.current,3,Field,guidsl,variable,current,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.U,3,Field,guidsl,variable,U,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.vtsize,3,Field,guidsl,variable,vtsize,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.Unkn,3,Field,guidsl,variable,Unkn,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.Sprd,3,Field,guidsl,variable,Sprd,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.Prod,3,Field,guidsl,variable,Prod,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.Patt,3,Field,guidsl,variable,Patt,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.Prim,3,Field,guidsl,variable,Prim,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.getType(),4,Method,guidsl,variable,getType(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getType()
guidsl.variable.type,3,Field,guidsl,variable,type,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.gobj,3,Field,guidsl,variable,gobj,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.redefine,3,Field,guidsl,variable,redefine,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.setValue(int v),4,Method,guidsl,variable,setValue(int v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setValue(int)
guidsl.variable.visit(GVisitor v),4,Method,guidsl,variable,visit(GVisitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(GVisitor)
guidsl.GVisitor.action(variable n),4,Method,guidsl,GVisitor,action(variable n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(variable)
guidsl.variable.dumpVtable(),4,Method,guidsl,variable,dumpVtable(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,dumpVtable()
guidsl.variable.print(),4,Method,guidsl,variable,print(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,print()
guidsl.variable.setgobj(gObj g),4,Method,guidsl,variable,setgobj(gObj g),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setgobj(gObj)
guidsl.variable.selectedVars,3,Field,guidsl,variable,selectedVars,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.setNoDialog(boolean negated),4,Method,guidsl,variable,setNoDialog(boolean negated),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setNoDialog(boolean)
guidsl.cnfClause.ctStr,3,Field,guidsl,cnfClause,ctStr,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.cnfClause.formula,3,Field,guidsl,cnfClause,formula,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.cnfClause.hasNegTerm(boolean neg; variable v),4,Method,guidsl,cnfClause,hasNegTerm(boolean neg; variable v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,hasNegTerm(boolean; variable)
guidsl.cnfClause.isUnitOpen(),4,Method,guidsl,cnfClause,isUnitOpen(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,isUnitOpen()
guidsl.cnfClause.isViolated(),4,Method,guidsl,cnfClause,isViolated(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,isViolated()
guidsl.node.toString(),4,Method,guidsl,node,toString(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,toString()
guidsl.variable.compare(Object o1; Object o2),4,Method,guidsl,variable,compare(Object o1; Object o2),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,compare(Object; Object)
guidsl.variable.whenSet,3,Field,guidsl,variable,whenSet,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.timer,3,Field,guidsl,variable,timer,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.reason,3,Field,guidsl,variable,reason,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.antecedents,3,Field,guidsl,variable,antecedents,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.collectAntecedents(ArrayList ts),4,Method,guidsl,variable,collectAntecedents(ArrayList ts),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,collectAntecedents(ArrayList)
guidsl.variable.shortName(),4,Method,guidsl,variable,shortName(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,shortName()
guidsl.variable.explainVariable(),4,Method,guidsl,variable,explainVariable(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,explainVariable()
guidsl.iff,2,Class,guidsl,iff,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.node.left,3,Field,guidsl,node,left,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.node.right,3,Field,guidsl,node,right,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.explainValue(),4,Method,guidsl,variable,explainValue(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,explainValue()
guidsl.variable.justify(cnfClause r),4,Method,guidsl,variable,justify(cnfClause r),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,justify(cnfClause)
guidsl.cnfClause.terms,3,Field,guidsl,cnfClause,terms,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.cterm.var,3,Field,guidsl,cterm,var,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.variable.widget,3,Field,guidsl,variable,widget,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.userVisible,3,Field,guidsl,variable,userVisible,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.disp,3,Field,guidsl,variable,disp,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.help,3,Field,guidsl,variable,help,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.helpfile,3,Field,guidsl,variable,helpfile,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.tab,3,Field,guidsl,variable,tab,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.setWidget(JComponent w),4,Method,guidsl,variable,setWidget(JComponent w),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setWidget(JComponent)
guidsl.variable.clearUserVisible(),4,Method,guidsl,variable,clearUserVisible(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,clearUserVisible()
guidsl.variable.eqn,3,Field,guidsl,variable,eqn,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.out,3,Field,guidsl,variable,out,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.reverse,3,Field,guidsl,variable,reverse,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.variable.define(String name; int type; gObj g; boolean redefinable),4,Method,guidsl,variable,define(String name; int type; gObj g; boolean redefinable),BASE,FALSE,TRUE,,TRUE,TRUE,guidsl.variable.define(String name; int type; gObj g; boolean redefinable); BttF says since it calls fprivate guidsl.variable.number THEN it also belongs to TOOL   guidsl.variable.define(String name; int type; gObj g; boolean redefinable); BttF says it's a hook because calls element(s) classified in future features   ,set by GuiDSLSol,public,define(String; int; gObj; boolean)
guidsl.variable.find(String name),4,Method,guidsl,variable,find(String name),TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,find(String)
guidsl.variable.findNumber(String name),4,Method,guidsl,variable,findNumber(String name),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.variable.findNumber(String name); BttF says since it calls fprivate guidsl.dparseException THEN it also belongs to TOOL   ,set by GuiDSLSol,package-private,findNumber(String)
guidsl.variable.dumpVariablesInOrder(PrintWriter pw),4,Method,guidsl,variable,dumpVariablesInOrder(PrintWriter pw),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.variable.dumpVariablesInOrder(PrintWriter pw); BttF says since it calls fprivate guidsl.variable.findVar(int num) THEN it also belongs to TOOL   ,set by GuiDSLSol,package-private,dumpVariablesInOrder(PrintWriter)
guidsl.variable.findVar(int num),4,Method,guidsl,variable,findVar(int num),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.variable.findVar(int num); BttF says since it calls fprivate guidsl.variable.number THEN it also belongs to TOOL   ,set by GuiDSLSol,public,findVar(int)
guidsl.variable.rank,3,Field,guidsl,variable,rank,TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Gui,2,Class,guidsl,Gui,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.SwingApp,2,Class,guidsl,SwingApp,,BASE,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public,
guidsl.Gui.Gui(),5,Constructor,guidsl,Gui,Gui(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,Gui()
guidsl.SwingApp.SwingApp(),5,Constructor,guidsl,SwingApp,SwingApp(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,SwingApp()
guidsl.Gui.Gui(String AppTitle),5,Constructor,guidsl,Gui,Gui(String AppTitle),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,Gui(String)
guidsl.SwingApp.SwingApp(String AppTitle),5,Constructor,guidsl,SwingApp,SwingApp(String AppTitle),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,SwingApp(String)
guidsl.Gui.applicationExit(),4,Method,guidsl,Gui,applicationExit(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,applicationExit()
guidsl.SwingApp.applicationExit(),4,Method,guidsl,SwingApp,applicationExit(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,applicationExit()
guidsl.Gui.initAtoms(),4,Method,guidsl,Gui,initAtoms(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,initAtoms()
guidsl.SwingApp.initAtoms(),4,Method,guidsl,SwingApp,initAtoms(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,initAtoms()
guidsl.Gui.initConstants(),4,Method,guidsl,Gui,initConstants(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,initConstants()
guidsl.SwingApp.initConstants(),4,Method,guidsl,SwingApp,initConstants(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,initConstants()
